Record ID,Gplus_URL,Location_Name,Address_Or_Intersection,City,State_Or_Province,ZIP_Or_Postal_Code,Country,Address2,Business_Phone,Fax,Cell_Phone,IPhone_And_Access,Wireless_Phones_Access,PAYGO_Phones_Access,PAYGO_Cards,Wireless_Products_Access,Messaging_Paging_Access,Internet_Service,Cable_TV,Digital_TV,Ignite_TV,Ignite_bundle_changes,Ignite_demo,RV_Sales_Rentals,MyHome_Advantage,Cellular_Repair,Phone_Upgrades,Car_Phone_Installation,Wireless_Accepts_CC_Cheq,Wireless_Accepts_Cash,Cable_Accepts_CC_Cheq,Cable_Accepts_Cash,Wireless_Accepts_Credit,Cable_Accepts_Credit,Pickup_Return_Dig_Equipmt,Pickup_Exch_Int_Modem,Messaging_Paging_HW_Exch,Home_Phone_Sales,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Intersection,Movies_And_Games_For_Rent,Hi_Def_For_Sale,Hi_Def_For_Rent,Games_For_Sale,Rogers_Portable_Internet,Rogers_Video_Store,Rogers_Plus_Store,Store_Name,Business_Voice_Data,Wireless_Business,Face_To_Face,Wireless_Content_Transfer,Rocket_Stick,Netbook_wRocketMobileInt,Rocket_Hub,Rocket_Mobile_Hotspot,Ipad_Microsims,MicroSIMs,Biz_Wireless,Biz_Internet_TV,Biz_Phone,Biz_Specialist_Available,Customer_Learning_WIR,Customer_Learning_Cable,Trade_Up,Wireless_HP,Smart_Home_Monitoring,Device_tuneup,Rogers_Credit_Cards,Corporate_Store,Latitude,Longitude
15478,http://maps.google.ca/maps/place?hl=en&cid=-8975050246511536815,Rogers,"600 rue Pierre Caisse, Unit 530,",St-Jean-sur-Richelieu,QC,J3A 1M1,CA,Le Carrefour Richelieu,(450) 359-4941,(450) 359-6559,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:00AM - 5:00PM,10:00AM - 5:00PM,rue Pierre Caisse et rue Douglas,N,N,N,N,N,N,Y,Carrefour Richelieu,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.331642,-73.281189
15490,http://maps.google.ca/maps/place?hl=en&cid=7242194485432970318,Rogers,"6815 route Transcanadienne, Unit C018A,",Pointe Claire,QC,H9R 5J1,CA,Fairview Pointe Claire,(514) 695-1554,(514) 695-1057,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM-9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:00AM - 5:00PM,10:00AM - 5:00PM,route Trans Canada et rue Tecumseh,N,N,N,N,Y,N,Y,Fairview Pointe Claire,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.464151,-73.831754
15538,http://maps.google.ca/maps/place?hl=en&cid=2786052550782841311,Rogers,"7001 Mumford Rd, Unit 154,",Halifax,NS,B3L 2H8,CA,Halifax Shopping Centre,(902) 455-1778,(902) 425-8027,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,12:00PM - 5:00PM,Mumford Rd - Chebucto Rd,N,N,N,N,Y,N,Y,Halifax Shopping Centre,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,44.648701,-63.621529
15541,http://maps.google.ca/maps/place?hl=en&cid=-3696859730950950417,Rogers,"14879 Yonge Street,",Aurora,ON,L4G 1M9,CA,Hunters Gate,(905) 727-3733,(905) 727-6914,,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,,Y,Y,N,Y,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,Yonge St - Royal Rd,N,N,N,N,Y,N,N,Aurora,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,43.990762,-79.465437
15542,http://maps.google.ca/maps/place?hl=en&cid=-2935269966512238384,Rogers,"618 Sheppard Avenue West,",Toronto,ON,M3H 2S1,CA,Sheppard Plaza,(416) 633-8954,(416) 633-6517,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,11:00AM - 6:00PM,Sheppard - Bathurst,N,N,N,N,Y,N,N,Sheppard,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.755185,-79.440163
15543,http://maps.google.ca/maps/place?hl=en&cid=-7743653517137747185,Rogers,"205 Memorial Avenue, Unit 3,",Orillia,ON,L3V 5X8,CA,,(705) 326-1417,(705) 326-0351,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,9:30AM - 7:00PM,9:30AM - 7:00PM,9:30AM - 7:00PM,9:30AM - 7:00PM,9:30AM - 7:00PM,9:00AM - 6:00PM,12:00PM - 5:00PM,Memorial - Rose,N,N,N,N,Y,N,N,Orillia,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,44.597585,-79.424169
15596,http://maps.google.ca/maps/place?hl=en&cid=6422821313924195658,Rogers,"9256 Commercial Street,",New Minas,NS,B4N 4A9,CA,County Fair Mall,(902) 681-3388,(902) 681-2026,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 6:00PM,12:00PM - 5:00PM,Commercial St - Parkwood Drive,N,N,N,N,N,N,N,,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.0675,-64.4438
15747,,Rogers,"220 Yonge St, Unit 1113,",Toronto,ON,M5B 2H1,CA,Toronto Eaton Centre,(416) 351-1522,(416) 351-7517,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:30PM,10:00AM - 9:30PM,10:00AM - 9:30PM,10:00AM - 9:30PM,10:00AM - 9:30PM,9:30AM - 9:30PM,10:00AM - 7:00PM,Yonge St - Dundas St W,N,N,N,N,Y,N,Y,Toronto Eaton Centre,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,43.654145,-79.380054
15840,http://maps.google.ca/maps/place?hl=en&cid=-5268020667614284930,Rogers,"342 Main St, Unit 126,",Shediac,NB,E4P 1E7,CA,Centerville Mall,(506) 532-3399,(506) 532-9561,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 3:00PM,CLOSED,Main St - Calder St,N,N,N,N,N,N,N,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,46.2199,-64.5434
15844,http://maps.google.ca/maps/place?hl=en&cid=353382758849963958,Rogers,"330 Bay St,",Toronto,ON,M5H 2S8,CA,,(416) 644-0288,(416) 644-0289,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM,CLOSED,CLOSED,BAY - ADELAIDE,N,N,N,N,Y,N,Y,Bay Street,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.650081,-79.380874
15852,http://maps.google.ca/maps/place?hl=en&cid=-4842490361145025495,Rogers,"2751 Cliffe Avenue, Unit 1220,",Courtenay,BC,V9N 2L8,CA,Driftwood Mall,(250) 703-2008,(250) 703-2015,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:00AM - 5:30PM,9:00AM - 5:30PM,9:00AM - 5:30PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 5:30PM,10:00AM - 5:00PM,Cliffe Ave - Island Hwy,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,49.673576,-124.981195
15856,http://maps.google.ca/maps/place?hl=en&cid=5794964578602681891,Rogers,"6631 Island Highway North, Unit 79B,",Nanaimo,BC,V9T 4T7,CA,Woodgrove Centre,(250) 390-1820,(250) 390-1821,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 7:00PM,11:00AM - 6:00PM,Island Hwy - Auld Road,N,N,N,N,N,N,N,,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,49.236827,-124.046602
15870,http://maps.google.ca/maps/place?hl=en&cid=3936915926550229120,Rogers,"601 Robson Street,",Vancouver,BC,V6B 5J3,CA,,(604) 682-4333,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,11:00AM - 7:00PM,Robson - Seymour,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,49.280957,-123.118884
15871,https://plus.google.com/101937260449678392021/about?hl=en-US,Rogers,"2945 Jacklin Road, Unit 139,",Victoria,BC,V9B 5E3,CA,Westshore Town Centre,(250) 478-3912,(250) 478-3942,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,11:00AM - 6:00PM,Kelly Road - Jacklin Road,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,48.44027,-123.51163
15872,http://maps.google.ca/maps/place?hl=en&cid=2919961510734886192,Rogers,"4700 Kingsway, Unit 1240,",Burnaby,BC,V5H 4M2,CA,Metropolis at Metrotown,(604) 433-8000,(604) 433-5142,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,11:00AM - 7:00PM,Kingsway - McKay Ave,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,49.22836,-122.99919
15873,http://maps.google.ca/maps/place?hl=en&cid=-7611741536599718405,Rogers,"3535 Uptown Blvd, Unit 105,",Saanich,BC,V8Z 0B9,CA,Uptown,(250) 385-8000,(250) 385-2531,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:30AM - 6:00PM,9:30AM - 6:00PM,9:30AM - 8:00PM,9:30AM - 8:00PM,9:30AM - 8:00PM,9:30AM - 6:00PM,11:00AM - 5:00PM,Douglas - Saanich,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,48.455097,-123.375602
15874,http://maps.google.ca/maps/place?hl=en&cid=7320373538942814854,Rogers,"3170 Tillicum Road, Unit 103A,",Victoria,BC,V9A 7C5,CA,Tillicum Centre,(250) 386-2282,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:30AM - 5:30PM,9:30AM - 5:30PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 5:30PM,10:30AM - 5:00PM,Tillicum Rd - Burnside,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,48.453472,-123.393915
15875,http://maps.google.ca/maps/place?hl=en&cid=5948271869781076000,Rogers,"650 West 41st Avenue, Unit 271A,",Vancouver,BC,V5Z 2M9,CA,Oak Ridge Center,(604) 267-1011,(604) 267-1150,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:30AM - 7:00PM,9:30AM - 7:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 7:00PM,11:00AM - 6:00PM,West 41 - Cambie,N,N,N,N,N,N,N,,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,49.23364,-123.11783
15954,http://maps.google.ca/maps/place?hl=en&cid=-3600502392531913208,Rogers,"900 Maple Ave, Unit K14,",Burlington,ON,L7S 2J8,CA,Mapleview Shopping Centre,(905) 632-9050,(905) 632-9053,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 5:00PM,Fairview - Maple Ave,N,N,N,N,N,N,N,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,43.327868,-79.81955
15955,http://maps.google.ca/maps/place?hl=en&cid=2984121359387051439,Rogers,"100 City Centre Drive, Unit 1-731,",Mississauga,ON,L5B 2C9,CA,Square One Shopping Centre,(905) 272-9899,,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 9:00PM,11:00AM - 7:00PM,Hurontario - Rathburn,N,N,N,N,N,N,N,,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.59224,-79.63909
15958,http://maps.google.ca/maps/place?hl=en&cid=2984121359387051439,Rogers,"100 City Centre Drive, Unit 1-856,",Mississauga,ON,L5B 2C9,CA,Square One Shopping Centre,(905) 279-1909,,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 9:00PM,11:00AM - 7:00PM,Hurontario - Rathburn,N,N,N,N,N,N,N,,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.59224,-79.63909
16155,http://maps.google.ca/maps/place?hl=en&cid=5304387769674930646,Rogers,"900 Boulevard Grignon, Magasin 231,",St. Jerome,QC,J7Y 3S7,CA,,(450) 436-5895,(450) 436-2350,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:00AM - 5:00PM,10:00AM - 5:00PM,Boulevard Grignon - Boulevard de la Salette,N,N,N,N,N,N,Y,Carrefour du Nord,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.794797,-74.015462
16157,http://maps.google.ca/maps/place?hl=en&cid=1754777409005617204,Rogers,"6455 Macleod Trail, Unit 306,",Calgary,AB,T2H 0K8,CA,Chinook Centre,(403) 253-0229,(403) 253-1123,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,11:00AM - 6:00PM,Macleod Trail SW - Glenmore Trail SW,N,N,N,N,Y,N,Y,Chinook Centre,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,50.996073,-114.0717
16161,http://maps.google.ca/maps/place?hl=en&cid=-6395385108283471173,Rogers,"180 Chemin Madawaska, Unit 375,",Grand Falls,NB,E3Y 1A7,CA,Grand Falls Shopping Centre,(506) 473-6059,(506) 473-5978,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,9:30AM - 6:00PM,9:30AM - 6:00PM,9:30AM - 6:00PM,9:30AM - 6:00PM,9:30AM - 6:00PM,9:30AM - 5:00PM,CLOSED,Madawaska Road - Rue Park,N,N,N,N,N,N,N,Grand Falls,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,47.0545,-67.74549
16163,http://maps.google.ca/maps/place?hl=en&cid=9029560744005531548,Rogers,"7077 Newman Blvd, Unit 110,",La Salle,QC,H8N 1X1,CA,Carrefour Angrignon,(514) 368-4230,(514) 368-4529,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:00AM - 5:00PM,10:00AM - 5:00PM,Newman Blvd - Angrignon Blvd,N,N,N,N,Y,N,Y,Carrefour Angrignon,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.44696,-73.61083
16165,https://plus.google.com/114547137531763127797/about?gl=CA&hl=en-CA,Rogers,"2525 36th St NE, Unit 275,",Calgary,AB,T1Y 5T4,CA,Sunridge Mall,(403) 280-5151,(403) 280-2223,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 7:00PM,11:00AM - 5:00PM,36th St NE - 32nd Ave NE,N,N,N,N,Y,N,Y,Sunridge Mall,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,51.07395,-113.98196
16166,http://maps.google.ca/maps/place?hl=en&cid=5044303841640501234,Rogers,"4567 Lougheed Hwy, Unit 23A,",Burnaby,BC,V7P 1S3,CA,Brentwood Mall,(604) 320-0789,(604) 320-0787,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 6:00PM,Marine Drive - 16th St West,N,N,N,N,Y,N,Y,Brentwood Mall,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,49.26648,-123.00085
16173,http://maps.google.ca/maps/place?hl=en&cid=-8769008159753416096,Rogers,"500 Rexdale Blvd, Unit H3B,",Etobicoke,ON,M9W 6K5,CA,Woodbine Mall & Fantasy Fair,(416) 798-0229,(416) 798-0847,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 9:00PM,11:00AM - 7:00PM,Rexdale Blvd - Highway 27,N,N,N,N,Y,N,Y,Woodbine Centre,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.720831,-79.598969
16174,http://maps.google.ca/maps/place?hl=en&cid=7596405564626391546,Rogers,"5000 Highway 7, Unit 2145A,",Markham,ON,L3R 4M9,CA,CF Markville,(905) 940-6510,(905) 940-8502,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 6:00PM,Highway 7 - McCowan,N,N,N,N,Y,N,Y,Markville Shopping Centre,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.865726,-79.291328
16175,http://maps.google.ca/maps/place?hl=en&cid=8215180917079530457,Rogers,"1 Dundas St West, Unit Z010,",Toronto,ON,M5G 1Z3,CA,,(416) 977-7555,(647) 438-7475,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,10:00AM - 9:30PM,10:00AM - 9:30PM,10:00AM - 9:30PM,10:00AM - 9:30PM,10:00AM - 9:30PM,9:30AM - 9:30PM,10:00AM - 7:00PM,Yonge St - Dundas Ave,N,N,N,N,Y,N,Y,Toronto Eaton Centre Kiosk,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.656,-79.38239
16186,http://maps.google.ca/maps/place?hl=en&cid=3459683721159503812,Rogers,"825 Boul. Saint-Laurent, Unit 36A,",Longueuil,QC,J4K 2V1,CA,Place Longueuil,(450) 321-0279,(450) 321-0281,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:00AM - 5:00PM,10:00AM - 5:00PM,Boul. Saint-laurent - Rue Joliette,N,N,N,N,Y,N,Y,Place Longueuil,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.528207,-73.513432
16283,http://maps.google.ca/maps/place?hl=en&cid=-7024407416637789971,Rogers,"2248 Bloor Street West,",Toronto,ON,M6S 1N6,CA,,(647) 426-4737,(647) 426-4739,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM,Bloor Street W - Runnymede,N,N,N,N,Y,N,Y,Bloor West,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.650864,-79.477477
16284,http://maps.google.ca/maps/place?hl=en&cid=7391236858944736251,Rogers,"1015 Rue Ste. Catherine,",Montreal,QC,H3B 1H3,CA,,(514) 670-3761,(514) 670-3766,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 5:00PM,12:00PM - 5:00PM,Rue Ste. Catherine - Rue Peel,N,N,N,N,Y,N,Y,Montreal Plus Flagship,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.50062,-73.572298
16289,http://maps.google.ca/maps/place?hl=en&cid=3461060936201243212,Rogers,"10153 King George Hwy, Unit 238,",Surrey,BC,V3T 2W1,CA,Central City,(604) 583-7000,(604) 583-7009,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,11:00AM - 6:00PM,King George Hwy - 102 Ave,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,49.187038,-122.845539
16337,http://maps.google.ca/maps/place?hl=en&cid=1075042709755823814,Rogers,"1530 Albion Road, Unit 49,",Etobicoke,ON,M9V 1B4,CA,,(416) 745-8314,(416) 745-2970,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,Albion - Kipling,N,N,N,N,Y,N,Y,363 - ALBION,N,N,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,43.73985,-79.58137
16338,http://maps.google.ca/maps/place?hl=en&cid=-7482960556863841644,Rogers,"333 Bloor Street East,",Toronto,ON,M4W 1G9,CA,,(416) 935-8080,(416) 935-6622,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 7:00PM,10:00AM - 6:00PM,11:00AM - 6:00PM,Bloor - Jarvis,N,N,N,N,Y,N,Y,Bloor East,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.67181,-79.37946
